start,end,fmin,fmax,category
0.5802039819955825,0.584128162248267,,,
0.5845643615391519,0.7123176865776379,,,
0.712696871045563,0.7159932609068023,,,
0.7169833847880364,0.7198276771439447,,,
0.7212490503158835,0.7240436018506686,,,
0.7258227988415293,0.7285769056446022,,,
1.071514604455895,1.0751333836548858,,,
1.0763836515280936,1.2418104666305914,,,
1.2472175065510802,1.249621063537068,,,
1.5214884992109405,1.5241071954369545,,,
1.5252008615268602,1.6531464125547144,,,
1.653615599291192,1.6566502360999584,,,
1.6578762379123104,1.6603367888596323,,,
1.6619654245177904,1.6649341698818736,,,
1.6663903387553163,1.66955265690883,,,
1.671462813499901,1.674221865253316,,,
1.6769868537783623,1.6787606131864918,,,
2.521371379594008,2.5228893933528,,,
2.5251545872456496,2.526865006287893,,,
3.8896232569879956,4.07351278056701,,,
4.074146097633574,4.076246339248287,,,
7.210540686464972,7.210972115745148,,,
7.2146503569516875,7.215590166168081,,,
7.218769299685955,7.220022829754485,,,
7.22288310971525,7.224089821825425,,,
7.227075724535518,7.228016617811388,,,
7.231101254870494,7.23203640151355,,,
7.23518534006344,7.236011674702167,,,
7.239179425968064,7.240034399893549,,,
7.242825786570708,7.244283972912364,,,
7.246736817873186,7.248479020347198,,,
7.2505226742062305,7.252839459495412,,,
7.254203723967075,7.257076322568787,,,
7.257601330545214,7.260737372736136,,,
7.261205645286374,7.2643792518145505,,,
7.264735069026549,7.268061738792393,,,
7.26843402253257,7.271733566224575,,,
7.282693471494649,7.283089334418376,,,
7.286114384233952,7.286998723612892,,,
7.28954714488652,7.290740093274249,,,
7.293384297721915,7.294407937626044,,,
7.2972052477796865,7.307840813216236,,,
7.308270824799935,7.311653380625778,,,
7.312969862288899,7.3153238527973485,,,
7.317875034991238,7.318583907501566,,,
11.57487763542268,11.577492182420361,,,
11.579165590107442,11.58220819754733,,,
11.583358442601229,11.586659042040507,,,
11.587591715239816,11.591014867789216,,,
11.591821839263043,11.595070951465104,,,
11.5959200507568,11.59885358542204,,,
11.599931515140666,11.602515481230284,,,
11.6040834706525,11.606142798148923,,,
11.608021961069769,11.609865150203309,,,
11.612031284901832,11.613548468665943,,,
11.61567018970847,11.617281674726142,,,
11.619403225150373,11.621360429773727,,,
11.623267801337771,11.625220563924975,,,
11.626851527889569,11.629308340880607,,,
11.630543814616072,11.632917885929345,,,
11.634276329262388,11.63662763532665,,,
11.637878461728494,11.640530570083193,,,
11.641514732009833,11.644040535887083,,,
11.645405679527256,11.64776020647751,,,
11.648852570950986,11.651863843484056,,,
11.65231047582295,11.65596654171745,,,
11.656145658724839,11.659763543374007,,,
11.6599537721773,11.678096816589436,,,
11.678497495237325,11.681537655161486,,,
11.682607217878102,11.685211985988749,,,
11.686294258650806,11.688889521310726,,,
11.689851845585636,11.692541419929928,,,
11.693585256536801,11.696607670668099,,,
11.697630904184448,11.700721744447947,,,
11.701547702981365,11.704515265938308,,,
11.705516827950875,11.708247804426485,,,
11.709750408298438,11.71216671248277,,,
13.859372730404138,13.859463275505437,,,
13.862867472436694,13.863486006657283,,,
13.866312011712127,13.867474284834332,,,
13.87007970576485,13.871361767086718,,,
13.873791437761652,13.87535808071494,,,
13.87741617007388,13.879201910760669,,,
13.881061416814726,13.882850539320044,,,
13.884441878116792,13.88652563010653,,,
13.8880390097532,13.890096203403342,,,
13.89166977852583,13.89362171633376,,,
13.895406198766496,13.897301928649346,,,
13.899111342214876,13.900985810375875,,,
13.902944400211174,13.904971939805481,,,
13.906653669046031,13.90908228904009,,,
13.910054825080767,13.913100278642442,,,
13.91369383568565,13.917056704842382,,,
13.917316366351313,13.954280127783617,,,
13.954808580163453,13.958658175634014,,,
13.95891235947609,13.962821170671118,,,
13.96295508277085,13.96684178064267,,,
13.967134639703566,13.970923699206775,,,
14.57399443614814,14.57635733159052,,,
14.605166159487434,14.605215497397714,,,
14.608889899584982,14.609400584151349,,,
14.612484600096941,14.613264454023705,,,
14.616166245159176,14.617234009636773,,,
14.619725562118822,14.621065019468466,,,
14.62347681199511,14.6248777895338,,,
14.626886953430043,14.628527287575935,,,
14.630752842409743,14.632140243500471,,,
14.634666684816281,14.635979608413246,,,
14.638334970987504,14.639822878920368,,,
14.641978030237887,14.643797869731982,,,
14.645787859559059,14.647499313967096,,,
14.649810136970546,14.651034343524111,,,
14.653676955037646,14.654384317050377,,,
14.657361122866472,14.657854605532354,,,
14.661189605461226,14.661334981355402,,,
17.547226788037353,17.54906215156118,,,
17.550926152070364,17.553254406518406,,,
17.555208424197303,17.557860927912923,,,
17.559919062985315,17.563005206882956,,,
17.56405768940846,17.700344218313695,,,
17.703594437340893,17.704004222419524,,,
20.370798131806982,20.37085714381602,,,
20.374430807183185,20.37610467889243,,,
20.377821657574838,20.380071258743605,,,
20.38111089322302,20.38348357649313,,,
20.384491944611074,20.38686379043592,,,
20.38782824259665,20.39011654878656,,,
20.391270611517957,20.39326668880052,,,
20.394882819404206,20.396431563827726,,,
20.39854084910618,20.399930629432202,,,
20.402213958038224,20.403207753416563,,,
20.405754573295514,20.40658413254552,,,
20.40907838932342,20.409969200541575,,,
20.41238659862015,20.413333361463415,,,
20.415753133296967,20.41670835925473,,,
20.419287736680772,20.42024980152647,,,
20.422742876642282,20.423909027791684,,,
20.42637267683943,20.427454637918206,,,
20.43011839987503,20.431179745197298,,,
20.43344359053506,20.434997828271655,,,
20.437005208233995,20.438673287861878,,,
20.44074415869183,20.44266046111782,,,
20.44450051072571,20.446642790751323,,,
20.44818412423134,20.45019104136361,,,
20.45181907725003,20.453688819507757,,,
20.455596535288628,20.45705390877194,,,
20.459199853142103,20.460457851323817,,,
20.462963177429305,20.46415033698082,,,
20.46656227974428,20.467844538506533,,,
20.470045825789374,20.47152302601271,,,
20.47372296921081,20.475138892134034,,,
20.47747841301892,20.478872223363982,,,
20.480976758152245,20.48268025038971,,,
20.48412443500426,20.48633581543962,,,
20.48719026275807,20.490147364354797,,,
20.49037847523888,20.511687282042374,,,
20.511890127658845,20.515629233254327,,,
20.517730741616752,20.519369915972153,,,
21.32340736973617,21.323464380999408,,,
21.562414711432325,21.69251170206401,,,
21.692628809644116,21.695398928225043,,,
23.606570889022617,23.60675504172842,,,
23.609902596705492,23.61052780590124,,,
23.612988476206862,23.614096640232535,,,
23.61592767389284,23.617902251034973,,,
23.619004055394065,23.621810080077914,,,
23.622471325645844,23.625350740783745,,,
23.626022536373803,23.62865775798758,,,
23.628999615046716,23.638758695671957,,,
23.638814097278647,23.64290791682071,,,
23.64473658790191,23.64666605624888,,,
24.127270448307197,24.127300461646584,,,
24.13148789069719,24.13210850932532,,,
24.13521600726578,24.136030285110074,,,
24.138911421746016,24.158465787917375,,,
24.15847491322292,24.1621992368665,,,
24.16228999445836,24.16586961888605,,,
24.16592622525162,24.169515364815794,,,
24.1695409179065,24.176341573877465,,,
24.176583020952013,24.201044858594734,,,
24.201603977564307,24.20433514104949,,,
24.20515924140811,24.207870493961703,,,
24.208765529063015,24.21132834518949,,,
24.212206194036536,24.214706097460454,,,
24.2158138093849,24.21851060110662,,,
24.22025236116515,24.22250141695142,,,
24.22457672683729,24.22651508298185,,,
24.228988206932943,24.23060758733087,,,
24.233165922082133,24.235245285679895,,,
24.23676069262955,24.263851568963794,,,
24.2674773923556,24.267641616248422,,,
24.330153799470928,24.33250177560581,,,
24.333382344179682,24.335410162160795,,,
25.129614870349567,25.13026916038659,,,
25.132600237048337,25.13395610951715,,,
25.13536303553316,25.189617475900388,,,
25.189886061234606,25.268464587264592,,,
26.621535078618262,26.622495212273463,,,
26.624992093145845,26.62593028260602,,,
26.628469768878485,26.629032972107332,,,
26.632024450086885,26.632386663473316,,,
26.649234861201712,26.64954093595346,,,
26.652591197523808,26.65320215375887,,,
26.65640801399946,26.656842953993213,,,
26.663404176765017,26.66356964117951,,,
26.666902857919535,26.667076947126127,,,
26.670384726093875,26.67067385226488,,,
26.6732760701908,26.674341620620755,,,
26.676350830445685,26.677983353667788,,,
26.680079386598536,26.682129803200564,,,
26.68379504952166,26.68635035769807,,,
26.687580624967815,26.69027994318141,,,
26.69127500530746,26.69397711748878,,,
26.695035342656904,26.697555447585053,,,
26.698735982229312,26.701054855916237,,,
26.7023380528556,26.704696901887658,,,
26.70567098690404,26.708237512674597,,,
26.709054469416536,26.71192545571261,,,
26.712697869158454,26.715739031185706,,,
26.716131980601283,26.75152012379633,,,
26.75204838246107,26.755067119730843,,,
26.85061062629024,26.85185674947169,,,
26.85397573939628,26.85566321336561,,,
26.85757597345445,26.8589953986307,,,
26.861382181048395,26.862274346517193,,,
26.86522019293573,26.865509266687763,,,
26.881159656180277,26.883191648986603,,,
26.884831691483654,26.886713216834597,,,
26.8883864322967,26.89017761637767,,,
26.892067821058962,26.89375584738122,,,
26.895724698901176,26.89736910356416,,,
26.899276114520102,26.90082156429688,,,
26.902692213439277,26.904206259018846,,,
26.90658858646949,26.907767574224206,,,
26.910210048721897,26.911580875515938,,,
26.91342353059186,26.915254401680496,,,
26.9166012489299,26.918854842864803,,,
26.920303569353287,26.922661178608735,,,
26.92418604183528,26.926158037351236,,,
26.927881526350976,26.929349146617785,,,
26.93130032685068,26.932492406020565,,,
26.934761800550753,26.935925525046056,,,
26.9380128497382,26.939570094529124,,,
26.94121075765954,26.94333221256733,,,
26.954603423211307,26.95494046901663,,,
26.958351559489966,26.95846231775151,,,
27.02380922406912,27.024187991155518,,,
27.02740497138765,27.0302061941723,,,
27.033336520691712,27.035502963430353,,,
27.036673513816464,27.03946153316233,,,
27.040196392221585,27.04252274900675,,,
27.04382577146093,27.045615096357132,,,
27.139241810391347,27.139291890114546,,,
27.142928085244364,27.14325623628166,,,
27.479736173798642,27.495059636616045,,,
27.496671023435063,27.49780639027556,,,
27.500375388297773,27.500605598257646,,,
27.50360508710146,27.503871854825153,,,
27.507051890608338,27.50774810458223,,,
27.510515425884062,27.511706932849354,,,
27.51403060932954,27.515315033230518,,,
27.517719743715393,27.51887261122465,,,
27.521264238489998,27.52233794432547,,,
27.52473195652167,27.525922158145242,,,
27.528111312902634,27.529516092737516,,,
27.53128639597032,27.53301310943233,,,
27.534595528393986,27.53641715778245,,,
27.537917731371188,27.539776031772295,,,
27.541516522996954,27.54325199685163,,,
27.545094254811605,27.546959534171556,,,
27.548976744429932,27.55100726053119,,,
27.552763093991413,27.554625756707456,,,
27.556723281244434,27.558665300839476,,,
27.560709003127283,27.56267721970876,,,
27.56448450538847,27.566491394953594,,,
27.568021367788315,27.569916409237518,,,
27.57176267262962,27.573380994300045,,,
27.57563859158092,27.577084868169493,,,
27.579340079774457,27.5808903143141,,,
27.58300957293974,27.584574340581895,,,
27.58620100407137,27.588215333786277,,,
27.58937660569946,27.59177192383342,,,
27.59313576511211,27.59549279992779,,,
27.59678556639287,27.59933252693878,,,
27.600259127914907,27.60279661057724,,,
27.60343045365479,27.60631660188238,,,
27.606366478883558,27.64137210826079,,,
27.775147629347114,27.77547069860829,,,
27.77800303556853,27.77877180526654,,,
27.78057619889577,27.78237117282218,,,
27.783981674777134,27.785521480474205,,,
27.788033791018858,27.78900296866894,,,
27.85239103900062,27.853335478487942,,,
28.117480464114085,28.117683323952885,,,
28.125151622659633,28.128745306067998,,,
28.12891839954588,28.132399082978566,,,
28.132596132308244,28.135884592996703,,,
28.136231754389073,28.13936246169938,,,
28.139876207643084,28.14283518354098,,,
28.149686989916695,28.1499697110388,,,
28.153244876364866,28.15342212483287,,,
28.160610561850998,28.163126352628073,,,
28.163672644197938,28.166425582485065,,,
28.166751404669547,28.169560215605628,,,
28.169791063749127,28.172734233240288,,,
28.1732201363643,28.17656506649322,,,
28.176802848147023,28.18778780904081,,,
28.187964601731963,28.190757002019218,,,
28.191815491947864,28.194119581182797,,,
28.195498601049184,28.197830439971554,,,
28.19899861138728,28.20174155993594,,,
28.202747740083268,28.205866715709366,,,
28.207034118970235,28.210351186907953,,,
28.212399613128767,28.214786534938547,,,
28.2187446187271,28.218810318857432,,,
28.54972108223372,28.699616676088834,,,
29.647253303296036,29.650067203243577,,,
29.650704303714967,29.654127270744905,,,
29.654188501685855,29.748776857488682,,,
